location,Followers,Hashtags,Username,Datetime,Text,Original,Unlemmatize
,3,['PS4live'],Christi91648985,2022-12-29 04:29:50+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'how', 'many', 'time', 'will', 'i', 'die', 'live']",For only a few days,check broadcast playstation apex legends how many time will i die live
Malta,110,,Esportdirectory,2022-12-29 04:29:40+00:00,"['is', 'worth', 'gibraltar', 'caustic', 'main', 'now', 'apexlegends']",Your ranked system is sooooo assssss..,is worth gibraltar caustic main now apexlegends 
"Lubbock, TX",24,['PS4live'],ilr_kev,2022-12-29 04:27:27+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Check out my broadcast from my PlayStation ! (Apex Legends) How Many Time Will I Die...... live at,check broadcast playstation apex legends live
,13,"['Practice', 'ApexLegends', 'Apex募集pc']",niimo11970129,2022-12-29 04:27:02+00:00,"['wingman', 'training', 'edpi', 'micro', 'adjusting', 'strafing']",Is it worth becoming a Gibraltar/Caustic main now? (ApexLegends),wingman training edpi micro adjusting strafing 
greed island,131,"['fortniteevent', 'Fortnite', 'fortnite', 'consoleplayer', 'FaZeUp', 'FaZe1', 'FaZe', 'ApexLegends', 'YouTube', 'ConsoleKing', 'Fortniteleaks', 'FortniteSeason8', 'fortnitepro', 'ControllerGang', 'OneOfAKind', 'FortniteBattleRoyale', 'FortniteClips', 'OARC', 'Rebirth', 'warzone']",kogunaeYT,2022-12-29 04:26:30+00:00,"['live', 'rn']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,live rn 
H-Town,334,"['ApexLegends', 'Outplayed']",MattTheFratMan,2022-12-29 04:26:22+00:00,"['sniper', 'challenge', 'fun', 'annoying', 'captured']",Wingman Training!14400Edpi Micro Adjusting while strafing.,sniper challenge fun annoying captured
,1,"['apexlegendsyoutube', 'apexlegendsclips', 'madmaggie', 'rankedgame', 'apexranked', 'xboxseriesx']",Lord7thRise_,2022-12-29 04:23:13+00:00,"['apex', 'legend', 'playing', 'mad', 'maggie', 'friend']",LIVE RN! |,apex legends playing mad maggie friend 
,24,['PS4live'],gusnoacavado,2022-12-29 04:22:41+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",this sniper challenge has been as fun as it has been annoying! | Captured by,check broadcast playstation apex legends live
On Top of the 4th Wall,3038,"['PS5Share', 'ApexLegends']",iNotRyan,2022-12-29 04:22:18+00:00,"['that', 'strong', 'left', 'hook', 'tho']",Apex Legends playing Mad Maggie with a friend!,that strong left hook tho 
Dallas Tx ,3137,['PS4live'],DecoyGodx,2022-12-29 04:21:50+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,check broadcast playstation apex legends live
join me here 👉🏾,266,,SilverBackGods,2022-12-29 04:21:33+00:00,"['apex', 'legend', 'epic', 'fail', 'to', 'gatekeep']","That was a strong left hook tho ,",apex legends epic fail to gatekeep
,3,,Coolepicfemboy,2022-12-29 04:20:47+00:00,"['add', 'cross', 'progression']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,add cross progression
,217,['PS4live'],bolqdeoro,2022-12-29 04:20:20+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Apex Legends Epic Fail To Gatekeep,check broadcast playstation apex legends live
milk before cereal supremacy,742,,vixyn_,2022-12-29 04:19:04+00:00,"['thats', 'v', 'arena', 'gamemode', 'hit', 'game', 'apex', 'legend', 'best', 'sbmm', 'exist', 'gamemode', 'game', 'ever', 'fun', 'soloq', 'lying']",Add cross progression,thats v arena gamemode hit game apex legends best sbmm exist gamemode game ever fun soloq lying 
"Ashtabula, OH",1098,['PS4live'],Lil_JB03,2022-12-29 04:18:39+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,check broadcast playstation apex legends live
I: @expuella,312,"['PS5Share', 'ApexLegends']",xDiable_,2022-12-29 04:17:18+00:00,"['no', 'shot', 'lol']",thats the v3 arena gamemode in the hit game apex legends. it has the best sbmm to exist in any gamemode in any game EVER and is very fun to soloq (lying), no shot lol
,287,"['overwatch', 'DeadbyDaylight', 'ApexLegends', 'originalcharacter']",MrAlphasmoke,2022-12-29 04:17:15+00:00,"['bark', 'bark']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,bark bark
We$t Side ,511,,mulaapronto,2022-12-29 04:15:56+00:00,"['rat', 'trap']",", NO SHOT LOL",rats trap
United States,285,,ttv_Undeadking,2022-12-29 04:15:21+00:00,"['undeadking', 'apex', 'legend', 'story', 'untold']",Bark bark, undeadking apex legends story untold 
BROKEN MOON,16,['ApexLegends'],apex_Voiceline,2022-12-29 04:14:15+00:00,"['revenant', 'hope', 'teammate', 'bring', 'back', 'i', 'again']",rats in a trap,revenant hope teammates bring back i again 
,64,,port_hawkin,2022-12-29 04:13:27+00:00,"['new', 'apex', 'legend', 'montage']",[Undeadking]Apex the legends story untold.,new apex legends montage
,140,"['twitch', 'twitchstreamer', 'streamer', 'smallstreamer', 'twitchaffiliate', 'pcgaming', 'youtube', 'livestream', 'highonlife', 'apex', 'apexlegends', 'apexlegendscommunity']",Yo_Mechanic_CR,2022-12-29 04:12:41+00:00,"['chilling', 'long', 'stream', 'tonight', 'here', 'for', 'it', 'youtube', 'discord', 'twitter']","Revenant:""Hope your teammates bring you back-- so I can find you again.""",chilling long stream tonight here for it youtube discord twitter
"Wisconsin, USA",5,['PS4live'],KillNHaters101,2022-12-29 04:11:16+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",New Apex legends montage out now,check broadcast playstation apex legends live
,5,"['ApexLegends', 'streamer']",DaMattyice,2022-12-29 04:10:02+00:00,"['also', 'enjoy', 'clip', 'tiktok', 'lol']",Chilling with another long stream tonight!Here For It | !youtube !discord !twitter,also enjoy clip tiktok lol
Thomas 🌸,2267,,BotLizz,2022-12-29 04:08:11+00:00,"['apex', 'legend', 'friend', 'follower', 'discord', 'apex']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,apex legends friends followers discord apex
ontario ,566,['ApexLegends'],RelapsedWorld,2022-12-29 04:07:39+00:00,"['finally', 'finished', 'wraith', 'mythic', 'skin', 'tonight', 'short', 'stream', 'so', 'excited', 'play', 'i', 'want', 'tomorrow', 'sooo', 'option']",Also enjoy this clip from my TikTok lol,finally finished wraith mythic skin tonight short stream so excited play i want tomorrow sooo options 
,123,,Its_Galegibytes,2022-12-29 04:06:45+00:00,"['look', 'dude', 'he', 'editing']",Apex Legends with Friends | /600 followers | !discord !apex,look dude he editing 
Canada,1380,,iLovNoodle,2022-12-29 04:06:45+00:00,"['ty', 'ryno', ""i'll"", 'look']",Finally finished the Wraith Mythic skin tonight during the short stream. So excited to play whoever I want tomorrow! Sooo many options!!!,ty ryno i'll look
Canada,1380,,iLovNoodle,2022-12-29 04:06:09+00:00,"['honeyyyy', 'ty', 'sweet', 'girl']",Look at my dude. He editing!,honeyyyy ty sweet girl
MY,64,,backatitagainx,2022-12-29 04:04:18+00:00,"['amagad', 'apex', 'legend', 'reference', 'am', 'love']",ty ryno!!! I'll look into this one,amagad apex legends reference am love 
"Long Prairie, MN",177,['PS4live'],AndrewEspree,2022-12-29 04:00:26+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']","honeyyyy, ty sweet girl",check broadcast playstation apex legends live
Philippines,202,,Gnawtee_Jeps,2022-12-29 04:00:14+00:00,"['arena', 'mode', 'great', 'training', 'ground', 'apex', 'legend', 'newbs', 'like', 'me', ""i've"", 'solely', 'played', 'mode', 'week', 'night', 'i', 'tried', 'br', 'again', ""i'm"", 'longer', 'die', 'anymore', 'usually', 'survive', 'longer', 'firefights', 'also', 'finally', 'best', 'aiming', 'setting', 'well']",Amagad apex legends reference. Am i in love?,arena mode great training ground apex legends newbs like me i've solely played mode weeks night i tried br again i'm longer die anymore usually survive longer firefights also finally best aiming settings well 
,690,['ApexLegends'],myyminddd,2022-12-29 04:00:09+00:00,"['want', 'u', 'ur', 'nessie']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,want u ur nessie
"Knoxville, TN",77,['PS4live'],ItzSunbear,2022-12-29 03:59:41+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']","Arena Mode is a great training ground for Apex Legends newbs like me. I've solely played this mode for weeks, and last night, I tried BR again. I'm no longer the first to die anymore and usually survive longer in firefights. Also, finally found the best aiming settings as well.",check broadcast playstation apex legends live
Hidden Cloud ,454,['PS4live'],swaggymcdaggers,2022-12-29 03:57:57+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",they only want u for ur nessie,check broadcast playstation apex legends live
He/him 17 bi,153,,WardoAW_,2022-12-29 03:56:29+00:00,"['apex', 'legend', 'video', 'game']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,apex legends video games
Worldwide,618,,RisenRoseGG,2022-12-29 03:54:33+00:00,"['vouch', 'been', 'growing', 'week', 'week', 'out', 'wa', 'force', 'today']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,vouch been growing week week out was force today
Australia,341,['ApexLegends'],wivvyn_,2022-12-29 03:53:51+00:00,"['came', 'sky', 'send', 'boy', 'lobby']",Apex legends is one of the video games ever made,came sky send boys lobby
United States,41,"['fun', 'stream', 'twitch', 'zombies', 'valorant', 'ApexLegends', 'ModernWarfare2', 'FortniteChapter4']",Brigflash201,2022-12-29 03:53:04+00:00,"['i', 'gotten', 'new', 'thing', 'i', 'playing', 'zombie', 'later', 'come', 'join', 'stream', 'lot', 'fun', 'laugh']",Vouch... Been growing week in week out... Was a force today,i gotten new thing i playing zombies later come join stream lot fun laughs 
,242,['exophase'],theegreatone,2022-12-29 03:53:01+00:00,"['theegreatone', 'played', 'apex', 'legend', 'p', 'hour']",came in from the sky to send these boys back to the lobby,theegreatone played apex legends ps hours
"Pennsylvania, USA",109,['PS4live'],dee_playsgames,2022-12-29 03:52:59+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",I have gotten a new thing and I am also playing zombies later! Come join the stream for a lot of fun and laughs!,check broadcast playstation apex legends live
,154,,GAME_introduce7,2022-12-29 03:52:28+00:00,"['apex', 'legend', 'video', 'postapex', 'legend', 'three', 'people', 'choose', 'different', 'legend', 'fight', 'pair', 'click', 'link', 'watch', 'now']",theegreatone played Apex Legends (PS5) in the last hours,apex legends video postapex legends three people choose different legends fight pair click link watch now 
,0,,dumchub,2022-12-29 03:52:07+00:00,"['gifted', 'friend', 'apex', 'legend', 'im', 'p', 'theyre', 'pc', 'gift', 'went', 'connected', 'xbox', 'account', 'way', 'transfer', 'pc', 'account']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,gifted friend apex legends im ps theyre pc gift went connected xbox account way transfer pc account 
"London, Ontario Canada",1517,"['apexlegends', 'ranked', 'twitch', 'stream', 'streaming', 'gaming', 'live', 'streamer', 'smallstreamer']",BinksBeatsTV,2022-12-29 03:51:13+00:00,"['check', 'broadcast', 'live']",Apex Legends Video PostApex Legends:Three people choose different legends and fight as a pair.click the link below to watch now:1:,check broadcast live
Varies...,223,"['apexlegends', 'supportsmallstreamers']",KirkHasGlasses,2022-12-29 03:50:40+00:00,"['playing', 'homies', 'playing', 'necessarily', 'winning']","i gifted a friend of mine on apex legends (im on ps4, theyre pc) but the gift went to their connected xbox account. is there a way to transfer it to their pc account?",playing homies playing necessarily winning 
,1175,['ApexLegends'],ApexTOP10_JPN,2022-12-29 03:50:33+00:00,"['top', 'jpn', 'tttcheekyttt_sbi', 'pad_volzz', 'dfm', '_', 'tappy', 'milimfps', 'se_licco', 'kantera_b', 'ldn_kuroton', 'fc_umichanloveti', 'blackpink', 'loveouzia']",Check my broadcast live at,top jpn tttcheekyttt_sbi pad_volzz dfm_ tappy milimfps se_licco kantera_b ldn_kuroton fc_umichanloveti blackpink loveouzia
,28,"['EscapefromTarkov', 'ApexLegends', 'ENVtuber', 'VTuberUprising']",AiHachimitsu,2022-12-29 03:50:26+00:00,"['just', 'bear', 'bear', 'thing', 'live', 'right', 'now', 'come']","Playing with homies. Playing, not necessarily winning.",just bear bear things live right now come
"Colorado Springs, CO",127,['ApexLegends'],GiftedAgony,2022-12-29 03:50:20+00:00,"['r', 'asmr']","TOP10 in JPN (59,438) tttcheekyttt_SBI (50,810) pad_VOLzZ (48,913) DFM_1tappy4 (45,618) MiliMfps5 (45,095) SE_Licco286 (44,261) Kantera_b7 (43,202) LDN_Kuroton8 (42,078) FC_UmichanLoveti9 (41,548) BlackPink (41,061) loveouzia",r asmr 
,87,,Aarafallenangel,2022-12-29 03:50:10+00:00,"['so', 'cute']","Just a bear doing bear things Live right now, come thru",so cute 
the folk,74,,topherr_brownn,2022-12-29 03:49:54+00:00,"['imma', 'run']",R99 ASMR ://,imma run
Germany,429,['ApexLegends'],sadenfy,2022-12-29 03:49:32+00:00,"['apex', 'legend', 'horror', 'movie']",So cute!!,apex legends horror movie 
,69,,xJames33,2022-12-29 03:48:53+00:00,"['entire', 'fucking', 'year', ""i'm"", 'banned', 'apex', 'legend', 'reason', 'helped', 'unbanned', 'pls', 'help']",imma run it just for you,entire fucking year i'm banned apex legends reason helped unbanned pls help
"Santa Clarita, CA",139,"['apexlegends', 'youtube', 'f4f']",Reaperjff,2022-12-29 03:48:14+00:00,"['master', 'grind', 'drop', 'enabled', 'zleague', 'dubby', 'youtube']",Apex Legends but in a horror movie.,masters grind drops enabled zleague dubby youtube
Vɪᴇᴡ ᴀᴛ ʏᴏᴜʀ ᴏᴡɴ ʀɪsᴋ ,103,,xfinesu,2022-12-29 03:45:34+00:00,"['blasting', 'music', 'sound', 'whoring', 'apex', 'legend', 'with', 'sound']",it has been an entire fucking year and I'm still banned on apex legends for no reason and nobody has helped me get unbanned pls someone help,blasting music sound whoring apex legends with sound 
"Seattle, WA",16,,Hopper_989,2022-12-29 03:45:10+00:00,"['paladinsrogue', 'companyapex', 'legendssplitgateoverwatch', 'all', 'free', 'play']",Masters Grind [Drops Enabled] !ZLeague !Dubby !Youtube,paladinsrogue companyapex legendssplitgateoverwatch all free play 
冰箱上,30,['ApexLegends'],Netzach27,2022-12-29 03:44:37+00:00,['qute'],Blasting music and sound whoring in apex legends (with no sound).,qute
,83,"['LoLFigure', 'AhriFigure', 'LeagueofLegendsFigure', 'LeagueofLegends', 'Figure', 'Ahri', 'Apex']",Sellercentral4,2022-12-29 03:44:06+00:00,"['league', 'legend', 'scale', 'pre', 'painted', 'figure', 'k', 'da', 'ahriapex']",PaladinsRogue CompanyApex LegendsSplitgateOverwatch (all free to play),league legends scale pre painted figure k da ahriapex
Little Ceasers Arena,449,,SnugsOfficial,2022-12-29 03:43:35+00:00,"['it', 'cute', 'i', 'wish', 'simpler', 'skin']",qute,its cute i wish simpler skins
improvement,123,,exiv666,2022-12-29 03:42:36+00:00,"['color', 'pallet', 'nice', 'ash', 'aint', 'kno', 'bout']",League of Legends /7 Scale Pre-Painted Figure: K/DA AhriApex,color pallet nice ash aint kno bout
"Tampa, FL",181,['PS4live'],sadboyzv4,2022-12-29 03:42:30+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Its so cute. I wish they did simpler skins sometimes,check broadcast playstation apex legends live
,3756,,Zombienator3D,2022-12-29 03:42:26+00:00,"['thank', 'you']",the color pallet nice ash they aint even kno bout it,thank you 
京都,961,['PS4live'],NEXUS_Candy,2022-12-29 03:41:31+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,check broadcast playstation apex legends live
