Username,Datetime,Text
T4EVvv,2022-12-01 23:43:20+00:00,"Thanks @bts_bighit for spending 1,842 minutes with me in 2022. I couldn’t stop listening to Intro: Skool Luv Affair. #SpotifyWrapped https://t.co/aVLPJ4Gzxu"
harujk97SWY,2022-12-01 23:43:20+00:00,"@eldsjal @SpotifyCares
 We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?"
l4ch1molala,2022-12-01 23:43:19+00:00,"Terima kasih, @bts_bighit, karena sudah menghabiskan 621 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Epiphany. #SpotifyWrapped https://t.co/QTAmGAMwTh"
SexyNoahCyrus,2022-12-01 23:43:19+00:00,that gay yesterday who thought he had an intellectual epiphany when he realized spotify wrapped is a marketing tool
I__Dread__I,2022-12-01 23:43:18+00:00,"This is what my 2022 sounded like on @Spotify. @killbunk @Chuuw33 Get your #SpotifyWrapped now! 
https://t.co/ixFgMUDEHW"
vincentdell3154,2022-12-01 23:43:18+00:00,#SpotifyWrapped #incorvassi #Maestro https://t.co/zuje9fI7fw
soniie_hdz,2022-12-01 23:43:18+00:00,"Thanks @theweeknd for spending 6,558 minutes with me in 2022. I couldn’t stop listening to Less Than Zero. #SpotifyWrapped https://t.co/oQASVLh1Oj"
BFuchs02,2022-12-01 23:43:16+00:00,Thanks @eminem for spending 627 minutes with me in 2022. I couldn’t stop listening to Till I Collapse. #SpotifyWrapped https://t.co/lC9GG72y4r
pookie0224,2022-12-01 23:43:15+00:00,Thanks @gucci1017 for spending 752 minutes with me in 2022. I couldn’t stop listening to Good Drank. #SpotifyWrapped https://t.co/Ph9RUr5Duk
Jameziee,2022-12-01 23:43:15+00:00,"My top song of 2022.
What was yours? @CHUNGHA_MNHent #SpotifyWrapped 
https://t.co/GxhNG6XtIH"
greaskyn,2022-12-01 23:43:14+00:00,"This year, I spent 89,911 minutes listening. Think you topped that? Find out with #SpotifyWrapped 
https://t.co/bPcM3mtita"
HylandLogan,2022-12-01 23:43:14+00:00,Thanks @lildvrkie I spent 5093 minutes listening to your amazing Music. You really helped me out this year man thanks . #SpotifyWrapped https://t.co/ZHshIN2oRI
geeky_mandem,2022-12-01 23:43:14+00:00,"Thanks Swindle for spending 3,328 minutes with me in 2022. I couldn’t stop listening to Take It Back (feat. D Double E &amp; Kiko Bun). #SpotifyWrapped https://t.co/N4LYRlrSee"
jhonderjosep,2022-12-01 23:43:13+00:00,Thanks @adele for spending 445 minutes with me in 2022. I couldn’t stop listening to Someone Like You. #SpotifyWrapped https://t.co/cZWf2CW4ja
Regokhat,2022-12-01 23:43:13+00:00,"Thanks The Mindset Meditation Podcast for being my top podcast on @Spotify this year. I loved all 4,116 minutes of it. #SpotifyWrapped https://t.co/QDhlExaEoo"
mamamarinettet1,2022-12-01 23:43:12+00:00,"Thanks @bts_bighit for spending 4,694 minutes with me in 2022. I couldn’t stop listening to The Truth Untold (feat. Steve Aoki). #SpotifyWrapped https://t.co/qEAkVslfwV"
bonsaiofjoon,2022-12-01 23:43:11+00:00,even jimins cousin is on someones spotify wrapped https://t.co/oOa3RUnLcw
DarkCyberShadow,2022-12-01 23:43:11+00:00,"Thanks @marshmello for spending 4,883 minutes with me in 2022. I couldn’t stop listening to Silence. #SpotifyWrapped https://t.co/JsEwx3d5GK"
blessed_me12,2022-12-01 23:43:10+00:00,"This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! 
https://t.co/pb2bczYKeL"
zuuded,2022-12-01 23:43:09+00:00,if you’re publicly posting your glee soundtrack filled spotify wrapped i hope you get slushied or whatever that shit was
giovaortben,2022-12-01 23:43:09+00:00,Thanks Aleja &amp; La Grúa PODCAST for being my top podcast on @Spotify this year. I loved all 953 minutes of it. #SpotifyWrapped https://t.co/CbvvEDRL3v
aimee_rawr,2022-12-01 23:43:09+00:00,"My top song of 2022. What was yours? #SpotifyWrapped 
https://t.co/VNwSZb0vZ7"
choose901,2022-12-01 23:43:08+00:00,Memphis’ @Spotify 2022 Wrapped is officially out! ⬇️🎶 #choose901 https://t.co/qGU1pDkoK1
Taekook_30_01,2022-12-01 23:43:08+00:00,@levijjk Hi @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
MZFS96,2022-12-01 23:43:08+00:00,Thanks Animelmack for spending 429 minutes with me in 2022. I couldn’t stop listening to Dear Friends (One Piece Ending 16) - Acoustic Version. #SpotifyWrapped https://t.co/RcUjKuceTI
quinntj99,2022-12-01 23:43:07+00:00,"Thanks @kanyewest for spending 3,178 minutes with me in 2022. I couldn’t stop listening to Jesus Walks. #SpotifyWrapped https://t.co/l4C0YRtIPO"
taeuskook,2022-12-01 23:43:07+00:00,@PBTSBR @Spotify @SpotifyCares .@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
tidalmyth,2022-12-01 23:43:07+00:00,"the urge to say ""drop the estonian songs"" on every single ""countries in my spotify wrapped playlist"" tweet that includes at least one estonian flag"
zMattLag,2022-12-01 23:43:07+00:00,Did I exaggereted?? @metallica #SpotifyWrapped https://t.co/wIiRsMIKAW
galaxy_fanmay,2022-12-01 23:43:06+00:00,ขอบคุณ Jeff Satur ที่ใช้เวลา 284 นาทีกับฉันในปี 2022 ฉันฟัง วันนี้คือพรุ่งนี้ของเมื่อวาน (Loop) ไม่เบื่อเลย #SpotifyWrapped https://t.co/01jOhyJJDx
Zivej_mrtvej,2022-12-01 23:43:06+00:00,"Díky, @korn, za 4 746 min strávených se mnou v roce 2022. Skladby Need To se mi nedařilo nabažit. #SpotifyWrapped https://t.co/WW0iKssj4j"
Marcela59096292,2022-12-01 23:43:06+00:00,"Hello @Spotify @SpotifyCares

We would like to know why BTS’ and members’ feat songs have been removed from their streams on Spotify Wrapped? Feats have always counted for the retrospective, and their participation in the songs are as valid’s as the main artists’

Thank you."
marianelagraca,2022-12-01 23:43:05+00:00,Bueno amigos ya podemos darle stream a los covers de glee que no escuchamos en spotify para que no se arruine el wrapped y yendo no llegando
skjinmlov,2022-12-01 23:43:05+00:00,hi @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
andraWnd20,2022-12-01 23:43:05+00:00,Îți mulțumim RAVA pentru că ai petrecut 396minute cu noi în anul 2022. Am ascultat nonstop IN LIPSA TA. #SpotifyWrapped https://t.co/GkSE44tHof
luke_chapters,2022-12-01 23:43:04+00:00,It’s so crazy to see some fans top 5 Spotify Wrapped are all songs that I wrote/produced. Just a reminder that all the extra hours and long nights working on the little details of each record is worth it 🙏
jaysus145,2022-12-01 23:43:04+00:00,"Thanks Pkew Pkew Pkew for spending 1,433 minutes with me in 2022. I couldn’t stop listening to Drinking in the Park. #SpotifyWrapped
https://t.co/35GdupzYUp"
Ayyyyprilll_,2022-12-01 23:43:04+00:00,"Terima kasih, UN1TY, karena sudah menghabiskan 139 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Baby. #SpotifyWrapped https://t.co/z1ngT4R0Ua"
happylovemyself,2022-12-01 23:43:03+00:00,".@Spotify @SpotifyCares

We are waiting for your explanation on why you removed “Left and Right” from JungKook and “My Universe” from BTS on Spotify Wrapped this year. 
Both songs are equally theirs. JUNGKOOK THE MOST STREAMED SOLOIST 

#SpotifyCorrupt"
vopegore,2022-12-01 23:43:03+00:00,achei que a hashtag do spotify corrupt era sobre como eles roubaram a ideia do wrapped de uma funcionária e nunca pagaram ela mas eh só de stream do fav ter sumido mesmo 🤡
officmeganl,2022-12-01 23:43:02+00:00,"Thanks @taylorswift13 for spending 9,638 minutes with me in 2022. I couldn’t stop listening to ...Ready For It?. #SpotifyWrapped https://t.co/5rLyWfiE83"
DallasStars,2022-12-01 23:43:02+00:00,"How many times will we hear our top song tonight? 🎶

#SpotifyWrapped | #TexasHockey https://t.co/WCjc9OgbzX"
kirbykrabby,2022-12-01 23:43:02+00:00,My top artist of 2022. Who was yours? #SpotifyWrapped  https://t.co/HULQXZWhC3
FantyFollowill,2022-12-01 23:43:02+00:00,"Thanks @ohdaughter for spending 2,267 minutes with me in 2022. I couldn’t stop listening to Shallows. #SpotifyWrapped https://t.co/kNUjKW5yHT"
sloth_stupidity,2022-12-01 23:43:01+00:00,"This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! 
https://t.co/GoecbDIcnj"
Piroscaru,2022-12-01 23:43:00+00:00,Îți mulțumim @freddiedredd pentru că ai petrecut 430minute cu noi în anul 2022. Am ascultat nonstop Limbo. #SpotifyWrapped https://t.co/nuWugooXFj
jessilala,2022-12-01 23:43:00+00:00,"Thanks The Menzingers for spending 2,776 minutes with me in 2022. I couldn’t stop listening to After the Party. #SpotifyWrapped https://t.co/rjdHAC4KoS"
Taelsey,2022-12-01 23:43:00+00:00,Hi @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. You're scared to be honest????
kthimpact,2022-12-01 23:43:00+00:00,Ey @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power??? https://t.co/kg2RQGGSQd
cristofatkinson,2022-12-01 23:42:59+00:00,"Thanks The Weather Station for spending 1,947 minutes with me in 2022. I couldn’t stop listening to Endless Time. #SpotifyWrapped https://t.co/MrGUsx5g4M"
Stargazer1nine,2022-12-01 23:42:59+00:00,My top artists of 2022. Who were yours? #SpotifyWrapped  https://t.co/NwYCfNhYaE
la_mexicana93,2022-12-01 23:42:59+00:00,Thanks @sanbenito for spending 540 minutes with me in 2022. I couldn’t stop listening to Me Porto Bonito. #SpotifyWrapped https://t.co/eV5Upl7a9T
georgeisland55,2022-12-01 23:42:58+00:00,"Thanks Massimo Spinetti for spending 3,115 minutes with me in 2022. I couldn’t stop listening to Kaira. #SpotifyWrapped https://t.co/pe1vgxA3HV"
vanessa412a,2022-12-01 23:42:58+00:00,@levijjk Ey @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???????
haide_mochi,2022-12-01 23:42:57+00:00,@jin_supremo_ #SpotifyCorrupt Ey @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
holy3nityddaeng,2022-12-01 23:42:55+00:00,"Can you explain what trick did you make?

.@Spotify @SpotifyCares  explanation as to why they removed streams of songs by Jungkook, V, and BTS themselves on #spotifywrapped  Why are the songs that we stream the most not showing up for us? But the problem is only of BTS?"
Zaraisa9,2022-12-01 23:42:55+00:00,"@sugamiint Hii, @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?"
lanazxj,2022-12-01 23:42:54+00:00,MEU SPOTIFY WRAPPED FINALMENTE
britt1193,2022-12-01 23:42:53+00:00,"Thanks @postmalone for spending 2,326 minutes with me in 2022. I couldn’t stop listening to Cooped Up (with Roddy Ricch). #SpotifyWrapped https://t.co/NCfgcqn7uO"
zakkolantern,2022-12-01 23:42:53+00:00,#SpotifyWrapped https://t.co/ERRKvuTWot
jussBreeeee,2022-12-01 23:42:53+00:00,"I really love music 🎵🤎

This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now!  https://t.co/rYtvIQJFrb"
NotDaniel233,2022-12-01 23:42:53+00:00,Thanks Mtsg for spending 297 minutes with me in 2022. I couldn’t stop listening to Richest Killers. #SpotifyWrapped https://t.co/uqwVguRjeI
MTishkoff,2022-12-01 23:42:53+00:00,"Thanks @polo_capalot for spending 1,220 minutes with me in 2022. I couldn’t stop listening to Go Stupid. #SpotifyWrapped https://t.co/TZmEJni6di"
shavirasp,2022-12-01 23:42:52+00:00,"Terima kasih, @nikizefanya, karena sudah menghabiskan 2.162 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan California (feat. Warren Hue). #SpotifyWrapped https://t.co/CAaGK05F9T"
Cony09031993,2022-12-01 23:42:52+00:00,"@levijjk ¡Hello! @Spotify @SpotifyCares we're waiting for your explanation on why you removed JUNGKOOK's ""LEFT AND RIGHT"" and BTS's ""MY UNIVERSE"" on Spotify Wrapped this year. Are you really so afraid of his power????!!!!"
ChaosNighT,2022-12-01 23:42:52+00:00,Merci In Flames pour ces 5 648 minutes passées ensemble en 2022. #SpotifyWrapped https://t.co/O2M195sBpH
MissJean23,2022-12-01 23:42:51+00:00,"Thanks @HomeFreeGuys for spending 3,722 minutes with me in 2022. I couldn’t stop listening to Ring of Fire (feat. Avi Kaplan). #SpotifyWrapped https://t.co/N3TcBH7OEp"
RecursiveDynam1,2022-12-01 23:42:51+00:00,"Welcome to Christmas time!

As a quick reminder, we are currently offering a discount period through Christmas Eve on ALL products available through our stores!

#discount #xmas #christmasdiscount #HappyHolidays2022 #recursivedynamics #SpotifyWrapped #Qatar2022 #moneyback https://t.co/VnTg4O0RbL"
DunsephMin,2022-12-01 23:42:51+00:00,"It is so disgusting that @Spotify @spotifycharts
@SpotifyKR blatantly discredited Jungkook and BTS after the Spotify wrapped was already out and changed it to serve their own interest. The rights of our artists were violated. EXPLAIN!!?? #SpotifyCorrupt#SpotifyCorrupt"
Piroscaru,2022-12-01 23:42:50+00:00,"@freddiedredd idk how, but im in the top 2% of people that listen to you or sumn like that, i dont really understand, but yeah, u cool #SpotifyWrapped https://t.co/nuWugoopPL"
Grimlen_,2022-12-01 23:42:50+00:00,Not surprised at all tbh #SpotifyWrapped https://t.co/jaGcZCsD2X
Katheri71121732,2022-12-01 23:42:50+00:00,@levijjk @Spotify @SpotifyCares Hey !!!! @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
Anzony44,2022-12-01 23:42:50+00:00,"Thanks @theweeknd for spending 2,351 minutes with me in 2022. I couldn’t stop listening to Out of Time. #SpotifyWrapped https://t.co/mAqFbe538d"
PabloHe98411040,2022-12-01 23:42:50+00:00,Thanks @rosalia for spending 794 minutes with me in 2022. I couldn’t stop listening to DESPECHÁ. #SpotifyWrapped https://t.co/AePDTW4gTb
PurpleWings2013,2022-12-01 23:42:50+00:00,"@Spotify @SpotifyCares Christmas Tree de V no se muestra en todos los fans Spotify Wrapped Por favor, compruébalo. ¡Todos lo transmitimos, pero no apareció en nuestras mejores canciones en 2022! Por favor, míralo. ¿POR QUÉ SOLO HAY PROBLEMAS CON LOS MIEMBROS DE BTS?"
rjom111,2022-12-01 23:42:49+00:00,Definitely Jake's Spotify Wrapped. https://t.co/ShhfMWWOvG
PurpleWings2013,2022-12-01 23:42:49+00:00,"@SpotifyCares @Spotify Estamos esperando su explicación de por qué eliminó ""Left and Right"" de Jungkook y ""My Universe"" de BTS contando con su Wrapped después de tantas ediciones. Ambas canciones también son de ellos y están acreditadas en sus cuentas. Necesitamos respuestas."
ivandandotranki,2022-12-01 23:42:48+00:00,"Gracias, @rihanna, por haberme hecho compañía durante 526 minutos en 2022. No he parado de escuchar Desperado - 3LAU Remix. #SpotifyWrapped https://t.co/hZSsHzQ1dL"
TGAU89,2022-12-01 23:42:46+00:00,"@GIRL0VESICK Spotify wrapped is number of streams in 2022.
Your fandom should know about “in 2022” really well since all your so called achievements always mention “in 2022”.
So if you want to erased JK and Jhope achievements then we should erased all of BP “in 2022” achievements"
James27987063,2022-12-01 23:42:45+00:00,"Thanks Psychedelic Porn Crumpets for spending 2,283 minutes with me in 2022. I couldn’t stop listening to Social Candy. #SpotifyWrapped https://t.co/YsxAPeBAhf"
SakariaAbdoura1,2022-12-01 23:42:45+00:00,Thanks @daftpunk for spending 422 minutes with me in 2022. I couldn’t stop listening to Something About Us. #SpotifyWrapped https://t.co/JfhwkwTC9G
HIRAlPRINT,2022-12-01 23:42:45+00:00,i wanna see them #SpotifyWrapped
Renegade_au,2022-12-01 23:42:45+00:00,"This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! 
https://t.co/C0InYcaSji"
SofiaDaSsantos,2022-12-01 23:42:44+00:00,"@maluma, adorei os 509 minutos que partilhámos em 2022. #SpotifyWrapped https://t.co/AIilrMhojr"
Name70367880,2022-12-01 23:42:43+00:00,"Thanks @SUICIDEBOYS for spending 14,273 minutes with me in 2022. Y'all did a lot for me. Thanks. @SuicideChrist @suicideLEOPARD #SpotifyWrapped    https://t.co/kzcZFgbEWZ"
KidsUnlocked,2022-12-01 23:42:42+00:00,"Amazing Work 🥺 ♥️
⬇️ FEATURES ⬇️
https://t.co/AYXiMbW1xL
CashApp - $NinaRosa98
Venmo - MixedKiids
♥️♥️♥️♥️♥️
FOLLOW US ON INSTAGRAM
https://t.co/sGHrmk7BBo
♥️♥️♥️♥️♥️
LIKE US ON FACEBOOK
Mixed Kiids 
#worldcup #germany #japan #SpotifyWrapped #AlphaCoin #BOB体育 #منتخب_الشواذ https://t.co/oag0TXgq7e"
